Tweet Id,Text
103,"One of the most interesting tech  #podcasts ever: ""The Future of IT episode"" of  @virtspeaking from  #vmworld2019 #Barcelona @vmware 
https://t.co/W5UqQfWeKQ"
104,"If you weren't lucky enough to join us out in Barcelona for #VMworld2019, then you don't need to (completely) miss out. #VMware has organised the exclusive #vForum Online, to you bring you up to speed so register now! #MakeYourMark https://t.co/SY6qbaX57k"
105,VMworld2019 – Kristine Dahl Steidel - https://t.co/gK30lK7nSV https://t.co/S3OULZfA3Z
106,#VMWorld2019 #Barcelona ! https://t.co/OugmlnC7kq
107,When your friend brings you some gifts from #vmworld2019 ... ;-) https://t.co/2t9cXZkiep
108,"Después del #VMworld2019 EU 🇪🇺, ahora #vforum de #VMware. Día 12 de diciembre. https://t.co/gfbV8M2AeP"
109,VMworld Europe 2019 – Ein Event der Rekorde #VMworld2019 #BCN #VMware #Iwork4VMware https://t.co/pgHAvYlHx8
110,"""Partners like #Druva are important to delivering on our vision of a centralized approach for #dataprotection across both on-premise and cloud workloads.” ✅ Learn how Druva and @VMware are bringing data protection for the #cloud era to #VMworld2019 👉 https://t.co/bxpfa2tBMf https://t.co/qnuGzTUyof"
111,"#VMworld2019 – Récapitulatif jour 4 – 
https://t.co/ruRRA1YpIv
–
Merci à Jerem et Christian @GroupeSII/@sii_ouest d'avoir contribué à ce post.
–
On y parle @VMware Cloud Provider Pod/NUMA/NSX-T/#Kubernetes
/#Tanzy/Pacific https://t.co/CWrf4idXss"
112,"What are you waiting for, register today #vmworld2019 https://t.co/nURJXJSaoM"
113,"Marek Talus introduces innovative #ComposableFabric for the #Datacenter, a #SDN now available in #HPE #composableCloud suite from the #VMworld 2019 Showfloor 

#HybridCloud @Vmwarepartners @HPE_HybridCloud #Social4UTV #HPEVMware #VMworld2019 @vmwarevsan https://t.co/sLS6mr1l1E"
114,#BurgerBeerBeta2019  #vmworld2019 Aftershow in #Vienna for Austrian Partners! Peter Trawnicek thanks for doing the intro!! Tech Data Cloud Solutions Tech Data #techdatalife https://t.co/38LBuvrRsY
115,First day at #VMworld2019 Europe in #Barcelona. Great start of the event and now looking forward to tomorrow's conferences and breakout sessions. Stay tuned for our major announcement about #HybridCloud coming up tomorrow morning! https://t.co/EeCm1qXy2h https://t.co/Qmrpdg2OWU
116,"""Partners like #Druva are important to delivering on our vision of a centralized approach for #dataprotection across both on-premise and cloud workloads.” ✅ Learn how Druva and @VMware are bringing data protection for the #cloud era to #VMworld2019 👉 https://t.co/14eyXxr2pR https://t.co/Y2YMcRDvUt"
117,Ready for #VMworld2019? 🎉 Join us on 8/26 for a session with @awscloud and @VMware to discover how #Druva’s cloud-based solution protects #data across all platforms. Reserve a seat: https://t.co/x8yogohw5L https://t.co/Nbuds8yICn
118,"#VMworld2019 – Récapitulatif jour 3 – https://t.co/51I2WfWz9i
–
Merci à Jerem et Christian @GroupeSII/@sii_ouest d'avoir contribué à ce post.
–
On y parle: vCD Extensibility/ vRA/SDK/K8S/NSX-T/Pacific et Service Mesh. https://t.co/1kwztxDDfP"
119,Thank you @Datrium for this awesome gift! A custom made #VANS shoes... #vmworld2019 #vexpert https://t.co/uNJSHVy9mU
120,Adaptiva released OneSite #VMware Edition - Integrates with Workspace ONE to Speed Content Delivery and Reduce Network Traffic Using Peer-to-Peer Technology https://t.co/tz4DjutPPR #P2P #VMworld2019 #WS1 #MDM https://t.co/RlFEWgU3zv
121,"ITQAN received @VMware ""Digital Workspace Partner of the Year 2019"" award at the  @VMworl2019 Barcelona Event. We would like to thank our esteemed customers and all our team members for their contributions in assisting us in this proud achievement. 
#itqan #vmware #vmworld2019 https://t.co/6c1G48sgEG"
122,"Dont forgett to donate for #Movember to raise funds and awareness for men’s health.
 #VMworld2019 #vBeardsRock #vBeardsRockBCN 
Just go here https://t.co/SNPs4cW29A"
123,#vmworld2019 swag slowly coming into play. #geekishappy #VMworld. https://t.co/YFE2uoELOf
124,"Azure vmware solutions. #Microsoft #vmware #HCX #AzureSQL #vSphere #Edge #workspaceONE #DellTechForum #dubai #vmworld2019 
 #vmware #vmware_me #DellEMCMEA https://t.co/tl9nfIpYZd"
125,Did a thing with the raspberry pi I got from #vExpert at last #vmworld2019 #Kali https://t.co/rs23ZLYRG0
126,Daring to Be Her True Disruptive Self: One Woman’s Journey of Bravery to Arriving at Her Authentic Self!  https://t.co/wwnoTetCN2 wow Article released in a blog post my presentation at #vmworld2019 #DiversityandInclusion
127,"VMware’s #Hybrid #Cloud is based on #VCF
This is how we deliver consistent infrastructure and operations. 
VCF is our cornerstone technology for the #datacenter, #cloud and #edge. 
#DellTechForum #dubai #vmworld2019  #vmware #vmware_me #DellEMCMEA https://t.co/0hJLweqt7o"
128,"Driving our Customers’ Digital Transformation Agenda
#DellTechForum #dubai #vmworld2019  #vmware #vmware_me #DellEMCMEA https://t.co/cdnddiNhJO"
129,"Combine #Bitnami leadership in packaging of open source. #heptio leadership and expertises in #Kubernetes. #Pivotal leader in cloud native apps tools and platform. #tanzu 
#DellTechForum #dubai #vmworld2019 
 #vmware #vmware_me #DellEMCMEA https://t.co/HQJ4gikGQB"
130,"We uniquely focused on Multi-Cloud strategy 
#DellTechForum #dubai #vmworld2019 
 #vmware #vmware_me #DellEMCMEA https://t.co/bZn9OsONuL"
131,"How to accelerate your cloud journey to support your business. Transform networking and security for speed and flexibility. Deliver digital workspaces for amazing mobile experiences. 
See you 13:25 at #DellTechForum for all #vmworld2019 updates
 #vmware #vmware_me @DellEMCMEA https://t.co/aHtAchaG2Q"
132,It’s also now using the official upstream TF-A with Pi 4 support! Folks seeing the @Arm TechCon or #vmworld2019 demoes before will be also pleased to see it running at 1.5GHz instead of 1.0GHz. With better cooling probably could go higher.
133,"In the second TECHunplugged 
 videocast influencer panel @darkkavenger talks with @egregious (Chief architect @VeloCloud) @Andrea_Mauro @networkautobahn @RaffaPol about #VMware #VeloCloud #networking #sdwan #wan #network #SDDC #vmworld2019  #SDN
https://t.co/JMB8ld4gKc"
134,Project Pacific #vmworld2019 https://t.co/LtdeHLuGhA
135,"ICYMI, check out our #videorecap of #VMworld2019 this month in Barcelona!

https://t.co/cTaguyS5qv https://t.co/Teiu0h8fZv"
136,"#VMworld2019 – Récapitulatif jour 2 – https://t.co/e0WWxax5Bm

Merci à Jerem et Christian @GroupeSII/@sii_ouest d'avoir contribué à ce post.

On y parle: Keynote/PowerCli/NSX-T/Kubernetes/Ansible/PKS/Service Mesh et certification."
137,"""La #tecnología en sí misma es algo neutro y somos las personas las que tenemos la responsabilidad, y la obligación, de aplicarla persiguiendo un efecto positivo y común.""

Es una de las conclusiones del #vmworld2019 al que estuvimos asistiendo este año.

https://t.co/mlqRtprWMF"
138,Here is my blog about the QA session during the General Partner Keynote #vmworld2019 as a guest of @Jenni_Flinders. I wrote it for the VMware Partner Ecosystem @VMware_Partners do you have any questions my email is in the blog. #ITQlife https://t.co/Aynk3dWBv3 https://t.co/oUIkvTKR3Z
139,"@aaronbuley I used to feel this way... And then @PGelsinger said ""on premise"" multiple times at #vmworld2019 #Keynote, and I figured - If a CEO of VMware calls it ""on premise"", who are we to judge :)"
140,Learn about all the newest innovations at the VMworld 2019 Europe by checking out Ari Paul’s blog post: https://t.co/J4zzQuCvAi VMworld #VMworld2019 #VMware https://t.co/fsZ1bFR43w
141,Learn about all the newest innovations at the @VMworld 2019 Europe by checking out Ari Paul’s blog post: https://t.co/J4zzQuCvAi #VMworld #VMware #VMwareCloudProvider #VMworld2019 https://t.co/3quLIcv6Sh
142,"#VMworld2019 – Récapitulatif jour 1 – https://t.co/SvNOOgaarC

Merci à Jerem et Christian @GroupeSII/@sii_ouest d'avoir contribué à ce post.

On y parle #VMware NSX-T/vCF/Kubernetes."
143,"Some of my sticks 🥰
#vmworld2019 #VMworld ⁦@VMworld⁩ ⁦@VMware⁩ #aws #ibm #RedHat https://t.co/0iCkhudF2O"
144,Adaptiva Showcased New OneSite VMware Edition at #VMworld 2019. Learn How Innovative Solution Seamlessly Deploys Content Across the Enterprise in a Single Download https://t.co/Dr5UF0V6L7 #VMworld2019 #P2P https://t.co/qXkcyA4Guv
145,"""La tecnología en sí misma es algo neutro y somos las personas las que tenemos la responsabilidad, y la obligación, de aplicarla persiguiendo un efecto positivo y común"". Es una de las conclusiones del #vmworld2019 de @vmware_es https://t.co/wL0cgtHwpC"
146,#DAS #Best of #vmworld2019. #StratusphereUX being a key part in that project. https://t.co/GwThpZnF8B
147,Congratulations to DAS UK Group for winning best in show and best virtualisation project with us and @Liquidware at #VMworld2019 this year! https://t.co/kTJbM729cB
148,VMUG Stuttgart #DEVMUG #VMware #vmworld2019 Lars Fichtner is doing a VMworld EU Upate https://t.co/Fz5wfxPf3L
149,Adaptiva Showcased New OneSite VMware Edition at #VMworld 2019. Learn How Innovative Solution Seamlessly Deploys Content Across the Enterprise in a Single Download https://t.co/Dr5UF0V6L7 #VMworld2019 #P2P https://t.co/dR64XHu7GL
150,New #blog How was #VMworld2019? #vExpert #ITQlife #VMworld @ITQ @ITQ_BeLux https://t.co/gHRNR0SbmK https://t.co/IgXAqtnEvm
151,"If you weren't fortunate to enough to attend #VMWorld2019 fear not, the Softcat plc team have summarised the salient points from a great event.  #VMware #hybridit https://t.co/8hJsA3z6WV"
152,"@epVMUG
 VMUG ADVANTAGE DISCOUNT!

Use code ELPASO19 to get 10% off #VMUGAdvantage!

#CertificationDiscounts #TrainingDiscounts #VMworldDiscount
#EvalExperience 
@VMUGAdv @MyVMUG @VMware 
 
#vmworld #vmworld2019 #VMworldEurope #vmworld2020"
153,"Do you want to know what our #vCommunity members have been up at #VMworld2019? Check this interview ▶https://t.co/5SIc28z9wW
w/ @arielsanchezmor @J_Kolkes &amp; @tarsio 
I'm new on it, So I'm open to feedback, 😉😊. https://t.co/Nb74fKphLl"
154,Amazing talk from VMworld2019 @VeloCloud 😃 https://t.co/uM5R2ymXrM
155,My best picture from #vmworld2019 🤣 https://t.co/Uj5rBzy9D0
156,#VMware Introduction to #ProjectPacific #vSphere #kubernetes #YouTube #vmworld2019 https://t.co/0Szrl2YVnc
157,"This year at VMworld Barcelona, our graduate class of 2018 hosted the #AssessmentLounge, where they talked customers and partners through the vSphere Optimization Assessment (VOA). #vmwarelife #vmwareu #VMworld2019 https://t.co/wOsa83AGHR"
158,"Quand tu vois ce genre de demo sur une general session au #vmworld2019 tu comprends qu'on a basculé dans un autre niveau de cybersecurité et surtout que ce n'est pas de la ""roadmap""
#nsx #carbonblack #appdefense https://t.co/OC97JsLyis"
159,"Innovationen für Container und Cloud ▪︎ LANline -  https://t.co/Voqt6JV0aL VMware verfolgt das Ziel, jede Applikation auf jedem Endgerät und auf jeder Cloud-Plattform verfügbar zu machen. #VMworld2019 #BCN #Iwork4VMware #VMware_de"
160,"This year at VMworld Barcelona, our graduate class of 2018 hosted the #AssessmentLounge, where they talked customers and partners through the vSphere Optimization Assessment (VOA). #vmwarelife #vmwareu #VMworld2019 https://t.co/HRIW78SkwQ"
161,Adaptiva Showcased New OneSite VMware Edition at #VMworld 2019. Learn How Innovative Solution Seamlessly Deploys Content Across the Enterprise in a Single Download https://t.co/Dr5UF0V6L7 #VMworld2019 #P2P https://t.co/O4WVU6ueCi
162,Take the chance to talk to a couple of the top minds here @nebuloninc and find out what we are up to. The conversations and feedback from #vmworld2019 Barcelona was fantastic! https://t.co/6WH6QOxlzO
163,"It was a great week, a busy week and was fantastic to meet potential new customers, existing customers and partners and old colleagues.  

@PraimSrl #vmworld2019 https://t.co/dFDXVGIAm0"
164,"We are glad we have been able to take part in #VMworld2019 this year, so many people passed by our stand to play, talk, and to have our gadgets.
Here are a few numbers to sum up our experience!

Read More: https://t.co/EF5P2ojm2G

#vmworld #event #itworld #gadgets #PraimAddicted https://t.co/c8oBF8H51O"
165,"#VMware + #CarbonBlack para seguir con la estrategia de #seguridad intrínseca. Afecta a múltiples áreas: Datacener #CarbonBlack + #vSphere; Usuario #CarbonBlack + #WorkspaceONE; Red #CarbonBlack + #NSX y Cloud  #CarbonBlack + #SecureStage

#vmworld2019 #VMWorld2019Europe https://t.co/HzAdM4VAGT"
166,"VMworld: Resumen del segundo día (Miércoles) – Make Your Mark – Demos técnicas sobre Build and Run, Connect and Protect, Manage y Experience - El Blog de Jorge de la Cruz https://t.co/6mvQgZELQe por @jorgedlcruz #vmworld2019"
167,Incredible week last week in Barcelona for @VMworld 2019! So grateful to have been able to represent #VMwareGSS &amp; @vmwarecork at the event! 🙌🏻 #vmworld2019 #VMworldEurope https://t.co/iJwW1RwOJ8
168,"[Nuevo Blog] VMworld: Resumen del segundo día (Miércoles) – Make Your Mark – Demos técnicas sobre Build and Run, Connect and Protect, Manage y Experience https://t.co/TMB5YAmZOx @vmware_es @vmware_latam @VMworld #vmworld2019 // @ray_ofarrell @netvirt https://t.co/Pm92ndPhAY"
169,"#VMware + #CarbonBlack para seguir con la estrategia de #seguridad intrínseca. Afecta a múltiples áreas: Datacener #CarbonBlack + #vSphere; Usuario #CarbonBlack + #WorkspaceONE; Red #CarbonBlack + #NSX y Cloud  #CarbonBlack + #SecureStage

#vmworld2019 #VMWorld2019Europe https://t.co/A5kBAhkQcq"
170,"#VMworld2019 Europe has come to a close, and our team had a blast. Check out our highlight reel!

#VDI #Horizon #ControlUp #Testimonials #Highlightreel 

https://t.co/vgRrUOZI7q"
171,"Primeros frutos de #VMware + #bitnami: #ProjectGalleon.
Bitnami empaqueta aplicaciones para su despliegue en #Kubernetes en un catálogo de 180 aplicaciones y componentes. #ProjectGalleon permite empaquetamientos de contenidos personalizados de los clientes. 
#VMWorld #VMworld2019 https://t.co/wtgelNdUdY"
172,VMworld 2019 EU torrents live! I will seed these for a few weeks at least! https://t.co/a6UPJGjRWn #vexpert #vmworld2019 @lamw @arielsanchezmor @VMworld @vExpert
173,"Our second monthly @Digi_Bulletin podcast is live: https://t.co/ngiyxtXLEe

Features chat on #projectjedi, #5G, #vmworld2019, some peculiar dental technology... and I'm the host! https://t.co/GkfORVjo4R"
174,"#VMware + #CarbonBlack para seguir con la estrategia de #seguridad intrínseca. Afecta a múltiples áreas: Datacener #CarbonBlack + #vSphere; Usuario #CarbonBlack + #WorkspaceONE; Red #CarbonBlack + #NSX y Cloud  #CarbonBlack + #SecureStage

#vmworld2019 #VMWorld2019Europe https://t.co/w0oevwYz1F"
175,"El modelo de nube híbrida de #VMware sigue creciendo (#AWS, #Azure, #GoogleCloud, #Oracle, #IBM, #Alibaba, #OVH…) VMware Cloud on AWS cubre ahora también Estocolmo, ofreciendo 5 regiones en Europa y 17 mundialmente. https://t.co/VWJD18VlWR
#VMworldEurope #VMworld2019 https://t.co/oVk5f7LfyZ"
176,"Primeros frutos de #VMware + #bitnami: #ProjectGalleon.
Bitnami empaqueta aplicaciones para su despliegue en #Kubernetes en un catálogo de 180 aplicaciones y componentes. #ProjectGalleon permite empaquetamientos de contenidos personalizados de los clientes. 
#VMWorld #vmworld2019 https://t.co/v8lvoO0o8o"
177,Having returned from @VMware #vmworld2019 our very own @ServiumSteve gives his take on the highlights from the event and what VMware has in store for the next 12 months. https://t.co/0kRsQweBY4
178,Sharing the latest announcements: #RedHat on #VMWare &amp; #HyperProtect from #vmworld2019 @IBMcloud #vforum2019 @simonkh @ajumurjani @IBMAsiaPacific https://t.co/bM73fdfL5e
179,@SandraYLLee @simonkh @IBMAsiaPacific @VMware if you are around join us to know more of the recent announcements made #vmworld2019
180,Excited to be @ #vforum2019 as we share major differentiation recently announced in #vmworld2019.  Drop by #IBM booth to connect up with @simonkh  or simpley join us @ 3pm for an topic around #VMware on #IBMCloud https://t.co/T4q6BbhhrY
181,Well the first of the #vmworld2019 stickers have gone up. Do you recognize yours?? #stickergame #vcommunity #needmorelocalvmugstickers #vmug #needsomekubernetesstickerstoo #alsomoretanzu https://t.co/rE5F1GA65c
182,Make sure you sign up if you’re in the area!  I’ll be presenting a VMworld update and @cswolf will be bringing the house down.  #vmworld2019 https://t.co/WeChyd02ZY
183,.@Veeam’s Daniel Fried chats global expansion plans with @MarianMcHughCRN of @crn_UK at #VMWorld2019 https://t.co/4XIULS1xgU
184,#VMWorld2019 Europe is a show stopper with news emerging #Tanzu https://t.co/Ec5t0u3vgq
185,"Make your mark:@VMware hosts successful #vmworld2019 Europe!
https://t.co/EnrU7GK1Fd"
186,"Thank you very much all participants of #mobicontest during #VMWorld2019. We took 1 picture per applicant and
selected a random winner and we now want to congratulate… @Joris_Adriaanse for winning the IPAD !!!.
Thank you very much all, here is a selection of your best pictures https://t.co/aGvSuEeyhp"
187,#Veeam ’s Daniel Fried chats global expansion plans with @MarianMcHughCRN of @CRN_UK at #VMWorld2019 https://t.co/QrUWwk6nYV
188,"El modelo de nube híbrida de #VMware sigue creciendo (#AWS, #Azure, #GoogleCloud, #Oracle, #IBM, #Alibaba, #OVH…) VMware Cloud on AWS cubre ahora también Estocolmo, ofreciendo 5 regiones en Europa y 17 mundialmente. https://t.co/VWJD19cXlr
#VMworldEurope #VMworld2019 https://t.co/6GczWSGQpm"
189,"#VMware + #CarbonBlack para seguir con la estrategia de #seguridad intrínseca. Afecta a múltiples áreas: Datacener #CarbonBlack + #vSphere; Usuario #CarbonBlack + #WorkspaceONE; Red #CarbonBlack + #NSX y Cloud  #CarbonBlack + #SecureStage

#vmworld2019 #VMWorld2019Europe https://t.co/xwKfRtcJNe"
190,VMworld Europe 2019: VMware legt bei seiner Kubernetes-Strategie nach -  https://t.co/7IS5eGVJP7 #VMworld2019 #BCN #VMware #K8s #Iwork4VMware #VMware_de
191,#NSX Intelligence Demo - #VMware #vmworld2019 #VMworld #Magazzinierre #SystematikaDistributionItalia @vmwarensx @VMware @SystematikaITA  https://t.co/5hy7KvtXUH https://t.co/Apd3clrAj3
192,"Primeros frutos de #VMware + #bitnami: #ProjectGalleon.
Bitnami empaqueta aplicaciones para su despliegue en #Kubernetes en un catálogo de 180 aplicaciones y componentes. #ProjectGalleon permite empaquetamientos de contenidos personalizados de los clientes. 
#VMWorld #vmworld2019 https://t.co/wcyCU2Yn4v"
193,Some photos from #VMworld2019 @ Fira Barcelona Gran Vía https://t.co/bX6D9ruvPM
194,"Primeros frutos de #VMware + #bitnami: #ProjectGalleon.
Bitnami empaqueta aplicaciones para su despliegue en #Kubernetes en un catálogo de 180 aplicaciones y componentes. #ProjectGalleon permite empaquetamientos de contenidos personalizados de los clientes. 
#VMWorld #VMworld2019 https://t.co/xXX1RqfNyY"
195,"NSX Intelligence, nuevo sistema avanzado para analizar el tráfico y sugerir automáticamente políticas de seguridad. 
En este vídeo puedes verlo en acción.
#vmworld2019 #NSX #Security 

https://t.co/VfRkM90jnY"
196,#VMworld2019 new technologies and products announced. https://t.co/L6i0lgPV57 https://t.co/CpS4UeGYkV
197,"Workspace Security Demo - @SystematikaITA @VMware 
#VMware #Vmworld2019 #SystematikaDistributionItalia #VMworld#Magazzinierre
https://t.co/1mYnHiY85j https://t.co/eVkGFzdtem"
198,"[New blog] My highlights of @VMworld Europe 2019
https://t.co/TQcKXpWbKQ
@ITQ @ITQ_BeLux #vExpert #vCommunity #ITQlife #VMware #vmworld2019"
199,"El modelo de nube híbrida de #VMware sigue creciendo (#AWS, #Azure, #GoogleCloud, #Oracle, #IBM, #Alibaba, #OVH…) VMware Cloud on AWS cubre ahora también Estocolmo, ofreciendo 5 regiones en Europa y 17 mundialmente. https://t.co/VWJD19cXlr
#VMworldEurope #VMworld2019"
200,"rappel vBlog: VMworld : des femmes et des hommes, avant tout. https://t.co/7L2YQ3TjcM #VMworld2019 #VMworld https://t.co/UxVl9xGf3c"
201,Great summary about Barcelona´s #VMworld2019 from @jorgedlcruz who´s put together all the crucial info that were presented on main stages &amp; you should not miss them!💻 Check his #blog and this post 👉 https://t.co/t7P2aoicWO for spanish or even english version of content. #Veeam https://t.co/0s4aMlMvSh
202,"¿Te costó seguir todas las novedades del #VMworld2019europe ? 

¿Quieres tener mas detalles sobre el #VMworld2019 ? 

@mnavarro_mnm se ha currado un hilo completisimo! ¡Gracias! https://t.co/4Bmknvlu5F"
203,"Wir waren auf der #VMWorld unterwegs. Hier unsere Zusammenfassung: https://t.co/8asNin1yRo
#cloud #VMworld2019 #vmware"
